day,meal_type,name,serving_size,calories,total_fat,total_carbohydrate,protein,category
Wednesday,Dinner,Nutritional Yeast,Gram,null,null,null,null,Miscellaneous
Wednesday,Dinner,Organic Black Chia Seed,Ounce,140, 9, 12, 5,Toppings
Wednesday,Dinner,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7, 3, 3,Toppings
Wednesday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0, 0, 0,Miscellaneous
Wednesday,Dinner,Shredded Kale,Ounce,15, 0, 2, 1,Miscellaneous
Wednesday,Dinner,Sliced Almonds,Tablespoon,90, 8, 3, 3,Toppings
Wednesday,Dinner,Walnuts Halves & Pieces,Tablespoon,50, 5, 1, 1,Miscellaneous
Wednesday,Dinner,"10"" Flour Tortilla",Tortilla,170, 4.5, 29, 4,Tortilla
Wednesday,Dinner,Chicken Taco Meat,2z Portion,140, 2, 1, 29,Entrees
Wednesday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16, 1, 0,Snack
Wednesday,Dinner,Flame-Roasted Corn & Peppers,4z Portion,160, 5, 23, 6,Miscellaneous
Wednesday,Dinner,Grilled Steak Strips,2z Portion,120, 6, 0, 14,Miscellaneous
Wednesday,Dinner,House-made Guacamole,3z Portion,100, 9, 6, 1,Sides
Wednesday,Dinner,Mexican Rice,Ounce,80, 0, 17, 2,Sides
Wednesday,Dinner,Pico de Gallo,2z Portion,10, 0, 2, < 1,Miscellaneous
Wednesday,Dinner,Queso Rico Chihuahua Cheese,Ounce,100, 8, 1, 7,Cheese
Wednesday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Wednesday,Dinner,Sour Cream 5lb,2 Tbsp,60, 5, 2, 1,Toppings
Wednesday,Dinner,Vegan Refried Beans,1.6z Portion,100, 1, 16, 6,Sides
Wednesday,Dinner,Black Beans,Ounce,25, 0, 5, 2,Sides
Wednesday,Dinner,Carrots,Tablespoon,0, 0, 0, 0,Sides
Wednesday,Dinner,Chopped Eggs,.5z Portion,25, 1.5, 0, 2,Miscellaneous
Wednesday,Dinner,Classic Edamame,Tablespoon,15, 0.5, 1, 1,Miscellaneous
Wednesday,Dinner,Crispy Fried French Onion,Ounce,160, 12, 16, 0,Miscellaneous
Wednesday,Dinner,Cucumber Slices,Slices,0, 0, 0, 0,Miscellaneous
Wednesday,Dinner,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Wednesday,Dinner,Feta Cheese Crumbles,Ounce,5, 0.5, 0, 0,Cheese
Wednesday,Dinner,Iceberg Salad Mix,1 cup portion,5, 0, 1, 0,Salad
Wednesday,Dinner,Large Seasoned Crouton,Ounce,120, 4, 20, 4,Miscellaneous
Wednesday,Dinner,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Wednesday,Dinner,Low Sodium Garbanzo Beans,Ounce,30, 0, 5, 1,Sides
Wednesday,Dinner,Mini Marshmallows,Ounce,90, 0, 23, < 1,Miscellaneous
Wednesday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Wednesday,Dinner,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Wednesday,Dinner,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Wednesday,Dinner,Spiced Pumpkin Seeds,Tablespoon,45, 3, 3, 1,Toppings
Wednesday,Dinner,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Wednesday,Dinner,Tri Color Peppers,Portion,25, 1.5, 2, 0,Miscellaneous
Wednesday,Dinner,Tuna,1/4 Cup,35, 0, 0, 8,Miscellaneous
Wednesday,Dinner,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5, 5, 0,Toppings
Wednesday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14, 1, 0,Toppings
Wednesday,Dinner,Country French Dressing,Ounce,120, 11, 6, 0,Toppings
Wednesday,Dinner,Creamy Caesar Dressing,Fluid Oz,140, 15, < 1, < 1,Toppings
Wednesday,Dinner,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0, 8, 0,Toppings
Wednesday,Dinner,Lite Ranch Dressing,Ounce,70, 7, < 1, < 1,Toppings
Wednesday,Dinner,Plant Based Ranch Dressing,2z Portion,210, 22, 6, 0,Toppings
Wednesday,Dinner,Avocado Ranch Dressing,1z Portion,80, 8, 1, 0,Toppings
Wednesday,Dinner,Creamy Tomato Soup,6 Flz,90, 1.5, 16, 3,Toppings
Wednesday,Dinner,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5, 12, 2,Miscellaneous
Wednesday,Dinner,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5, 13, 4,Miscellaneous
Wednesday,Dinner,Avocado Pulp Fresh,Ounce,70, 6, 4, < 1,Toppings
Wednesday,Dinner,Cream Cheese,Ounce,90, 9, 2, 2,Cheese
Wednesday,Dinner,Jif Peanut Butter PC,0.75z,120, 10, 5, 4,Toppings
Wednesday,Dinner,Nutella Chocolate Hazelnut Spread,Ounce,150, 9, 18, 1,Toppings
Wednesday,Dinner,Plain Bagel,Bagel,320, 1, 65, 11,Entrees
Wednesday,Dinner,Sliced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Wednesday,Dinner,Unsalted European-Style Butter Prints,Ounce,220, 24, 0, 0,Miscellaneous
Wednesday,Dinner,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5, 12, 2,Miscellaneous
Wednesday,Dinner,Whole Wheat Bagel,Bagel,320, 1.5, 65, 11,Entrees
Wednesday,Dinner,Baby Carrots,3 Carrots,10, 0, 2, 0,Sides
Wednesday,Dinner,Celery Sticks,Ounce,0, 0, < 1, 0,Miscellaneous
Wednesday,Dinner,Classic Quinoa & Lentil Salad,3z Portion,200, 9, 21, 6,Salad
Wednesday,Dinner,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Wednesday,Dinner,Fresh Avocado,Ounce,45, 4.5, 2, 0,Toppings
Wednesday,Dinner,Hummus with Tahini,1z Portion,70, 5, 4, 2,Snack
Wednesday,Dinner,Kalamata Olive Hummus,1z Portion,70, 6, 4, 2,Snack
Wednesday,Dinner,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5, 13, 2,Snack
Wednesday,Dinner,Roasted Garlic Hummus,1z Portion,70, 5, 4, 2,Snack
Wednesday,Dinner,Roasted Red Pepper Hummus,1z Portion,60, 4, 4, 2,Snack
Wednesday,Dinner,Blueberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Wednesday,Dinner,Nature Valley Toasted Granola Oat,Ounce,130, 4.5, 20, 2,Miscellaneous
Wednesday,Dinner,Plain Greek Yogurt,Ounce,15, 0, 1, 3,Snack
Wednesday,Dinner,Small Curd Cottage Cheese,1/2 Cup,100, 5, 5, 11,Cheese
Wednesday,Dinner,Strawberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Wednesday,Dinner,Vanilla Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Breakfast,Bar Kind Caramel Sea Salt Almond 1.4z,1.4z bar,200, 16, 15, 6,Bar
Thursday,Breakfast,Bar Kind Crnbry Almond 12ct,1.4z bar,190, 13, 18, 4,Bar
Thursday,Breakfast,Bar Kind Dk Choc Cherry Cashew 12ct,1.4z bar,170, 10, 22, 4,Bar
Thursday,Breakfast,Bar Pure Protein Chewy Choc Chip 50g,Bar,null,null,null,null,Bar
Thursday,Breakfast,Bar Pure Protein Choc Delux 50g,Bar,null,null,null,null,Bar
Thursday,Breakfast,Bar Pure Protein Choc PB 50g,Bar,null,null,null,null,Bar
Thursday,Breakfast,Bar Quest Birthday Cake 2.12z,2.12z bar,null,null,null,null,Bar
Thursday,Breakfast,Bar Quest Cookies & Cream,2.12z bar,null,null,null,null,Bar
Thursday,Breakfast,Beef Cup of Noodles,Pkg,null,null,null,null,Snack
Thursday,Breakfast,Biscuit Belvita Blbry,Bar,230, 8, 36, 4,Bar
Thursday,Breakfast,Biscuit Belvita Cinn & Brn Sugar 1.76z,1.76z bar,null,null,null,null,Bar
Thursday,Breakfast,California Seedless Raisins,Ounce,80, 0, 22, < 1,Toppings
Thursday,Breakfast,Cheerios Bowl,1ct,130, 2.5, 26, 4,Cereal
Thursday,Breakfast,Cheese Stick Colby Jack Sargento 1z,1z stick,60, 2.5, 6, 5,Cheese
Thursday,Breakfast,Cheese Stick Mild Cheddar Sargento 1z,1z stick,60, 2.5, 6, 5,Cheese
Thursday,Breakfast,Cheese Stick Pepper Jack,0.83z,50, 2, 5, 4,Cheese
Thursday,Breakfast,Cheez It,Ounce,130, 4.5, 19, 3,Miscellaneous
Thursday,Breakfast,Chef's Salad,Salad,290, 19, 8, 25,Salad
Thursday,Breakfast,Chip Pringles Cheezums,1.41z,210, 14, 21, 3,Snack
Thursday,Breakfast,Chocolate Snack Pudding,3.5z Cup,110, 2.5, 20, 1,Snack
Thursday,Breakfast,Cinnamon Graham Cracker Tiger Bites,1z,120, 4, 21, 2,Miscellaneous
Thursday,Breakfast,Crunchmania Cinnamon Snack Bun,1.76z,210, 7, 37, 3,Snack
Thursday,Breakfast,Frosted Blueberry Pop Tarts,2 Pop Tarts,370, 9, 70, 3,Snack
Thursday,Breakfast,Frosted Brown Sugar Pop Tarts,2 Pop Tarts,0, 14, 72, 4,Snack
Thursday,Breakfast,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Thursday,Breakfast,Frosted Strawberry Pop Tarts,8ct box,1480, 36, 280, 12,Snack
Thursday,Breakfast,Fruit Rollups,0.5z,50, 1, 11, 0,Miscellaneous
Thursday,Breakfast,Garden Salad,Salad,35, 0, 7, 3,Salad
Thursday,Breakfast,Gourmet Chocolate Chunk Cookie,2.5z cookie,320, 14, 44, 4,Cookie
Thursday,Breakfast,Healthy Grain Dk Choc Chnk Kind Bar,1.4z Bar,170, 5, 29, 2,Bar
Thursday,Breakfast,Heart Healthy Mix Planters 9.75z,9.75z,null,null,null,null,Miscellaneous
Thursday,Breakfast,Ice Cream Mochi Cookie n Cream,1.5z,null,null,null,null,Cookie
Thursday,Breakfast,Ice Cream Mochi Dbl Choc,1.5z,null,null,null,null,Ice Cream
Thursday,Breakfast,Ice Cream Mochi Mango,1ct,null,null,null,null,Ice Cream
Thursday,Breakfast,Ice Cream Mochi Strbry,1.5z,null,null,null,null,Ice Cream
Thursday,Breakfast,Lucky Charms Bowl,Bowl,140, 1.5, 29, 3,Cereal
Thursday,Breakfast,Mandarin Orange in Juice Cup,4.5z,50, 0, 13, < 1,Drinks
Thursday,Breakfast,Maruchan Cup of Noodles Chix 2.25z cup,2.25z,null,null,null,null,Snack
Thursday,Breakfast,Mayonnaise Packet,12gm packet,80, 9, 0, 0,Toppings
Thursday,Breakfast,Milk Almond Silk Dk Choc,8z Cont.,null,null,null,null,Drinks
Thursday,Breakfast,Mini Oreo Cookie,Bags,190, 10, 25, 1,Cookie
Thursday,Breakfast,Mozzarella Cheese String,Each,80, 6, 0, 8,Cheese
Thursday,Breakfast,Mustard Pc,.2z Pkt,0, 0, 0, 0,Toppings
Thursday,Breakfast,Oat & Honey Nature Valley Granola Bar,1.5z bar,190, 7, 29, 3,Bar
Thursday,Breakfast,Parm Garlic Hrb Pita Chips,1.5z bag,200, 7, 27, 5,Snack
Thursday,Breakfast,Peanut Butter & Grape Jelly Uncrustable,2.6z sandw,290, 15, 31, 9,Snack
Thursday,Breakfast,Peanut Butter & Strawberry Uncrustable,2.6z,290, 15, 32, 9,Snack
Thursday,Breakfast,Plant Based Nut Free Queso Style Dip,1.75z,null,null,null,null,Miscellaneous
Thursday,Breakfast,Popcorn Micro Butter-Flavor,3.3z,380, 17, 55, 9,Snack
Thursday,Breakfast,Powerade Fruit Punch,20z Bottle,null,null,null,null,Drinks
Thursday,Breakfast,Powerade Mountain Berry Blast,20z Bottle,170,null, 45,null,Drinks
Thursday,Breakfast,Powerade Orange,20z Bottle,null,null,null,null,Drinks
Thursday,Breakfast,Powerade Zero Grape,20z Bottle,null,null,null,null,Drinks
Thursday,Breakfast,Powerade Zero Mixed Berry,20z,null,null,null,null,Drinks
Thursday,Breakfast,Pringles Original Potato Chip,1.3z Pkg,200, 12, 20, 2,Snack
Thursday,Breakfast,Pringles Sour Cream & Onion Chip,1.41z,210, 14, 21, 3,Snack
Thursday,Breakfast,Raisin Bran,Cup,240, 1.5, 60, 6,Cereal
Thursday,Breakfast,Regular Lays Chips,1z Bag,160, 10, 15, 2,Snack
Thursday,Breakfast,Regular Ruffles Chips,1z bag,160, 10, 15, 2,Snack
Thursday,Breakfast,Shrimp Cup of Noodles,2.25z,null,null,null,null,Snack
Thursday,Breakfast,Sliced Apple Pc,2.4z,35, 0, 8, 0,Fruit
Thursday,Breakfast,Smoothie Bolthouse Farm Berry Boost,Bottle,null,null,null,null,Miscellaneous
Thursday,Breakfast,Smoothie Bolthouse Farm C-Boost,Bottle,null,null,null,null,Miscellaneous
Thursday,Breakfast,Smoothie Bolthouse Farm Green Goodness,Bottle,null,null,null,null,Miscellaneous
Thursday,Breakfast,Smoothie Bolthouse Farm Strb Banana,Bottle,null,null,null,null,Fruit
Thursday,Breakfast,S'more Frosted Pop Tart,6ct,1110, 27, 201, 15,Miscellaneous
Thursday,Breakfast,Special K Chocolate PB Protein Bar,1.59z bar,90, 4, 9, 5,Bar
Thursday,Breakfast,Sugar Pearl Belgian Waffle,1ct,290, 14, 37, 4,Toppings
Thursday,Breakfast,Sunflower Seed Snack,5.25z,null,null,null,null,Snack
Thursday,Breakfast,Triple Zero Vanilla Yogurt,5.3z Container,150, 0, 15, 22,Snack
Thursday,Breakfast,Tuna Kit Lunch 4.1z Starkist,4.1z,null,null,null,null,Miscellaneous
Thursday,Breakfast,Vanilla Snack Pudding,3.5z Cup,110, 2.5, 20, 0,Snack
Thursday,Breakfast,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Thursday,Breakfast,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Thursday,Breakfast,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0, 3, 0,Drinks
Thursday,Breakfast,Cherry Coke,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Coke Classic,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Coke Zero,8flz,null,null,null,null,Drinks
Thursday,Breakfast,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0, 19, 0,Drinks
Thursday,Breakfast,Diet Coke,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Diet Sprite,Fluid Oz,0, 0, 0, 0,Drinks
Thursday,Breakfast,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Thursday,Breakfast,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0, 3, 0,Drinks
Thursday,Breakfast,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Thursday,Breakfast,Pibb Xtra,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Powerade Mountain Blast,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Root Beer,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Thursday,Breakfast,Sprite,1 dining hall glass,null,null,null,null,Drinks
Thursday,Breakfast,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Thursday,Breakfast,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Thursday,Breakfast,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Thursday,Breakfast,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Thursday,Breakfast,ecoStick Sugar Substitute Blue Pc,Stick,0, 0, 0, 0,Toppings
Thursday,Breakfast,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Thursday,Breakfast,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Thursday,Breakfast,Extra Lite Amber Honey,Ounce,80, 0, 23, 0,Toppings
Thursday,Breakfast,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Thursday,Breakfast,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Thursday,Breakfast,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Thursday,Breakfast,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Thursday,Breakfast,Breakfast Sausage Link,1 link,140, 14, < 1, 3,Sides
Thursday,Breakfast,Hard Boiled Eggs,1 Egg,90, 7, 0, 8,Entrees
Thursday,Breakfast,Oatmeal Station with Nuts,Nutrition Varies,100, 5, 23, 1,Entrees
Thursday,Breakfast,Scrambled Eggs,4z Portion,180, 13, 0, 15,Entrees
Thursday,Breakfast,Tater Tots,4z Portion,170, 9, 21, 1,Sides
Thursday,Breakfast,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Thursday,Breakfast,Cheerios,Cup,110, 2, 22, 4,Cereal
Thursday,Breakfast,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Thursday,Breakfast,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Thursday,Breakfast,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Thursday,Breakfast,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Thursday,Breakfast,Apple Gala,Apples,90, 0, 25, 0,Fruit
Thursday,Breakfast,Bananas,Banana,190, 0, 46, 2,Fruit
Thursday,Breakfast,Fresh Kiwi,Kiwi,60, 0, 15, 1,Fruit
Thursday,Breakfast,Oranges,Orange,100, 0, 24, 2,Fruit
Thursday,Breakfast,Pears,Each,null,null,null,null,Fruit
Thursday,Breakfast,American,Slice,70, 6, < 1, 3,Miscellaneous
Thursday,Breakfast,Hamburger Sliced Dill Pickle Chip,Slice,0, 0, 0, 0,Snack
Thursday,Breakfast,Heavy Duty Mayonnaise,Tablespoon,100, 11, 1, 0,Toppings
Thursday,Breakfast,Natural Low Sodium Ketchup,Ounce,5, 0, 1, 0,Toppings
Thursday,Breakfast,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Thursday,Breakfast,Spicy Brown Mustard,Ounce,30, 0, 0, 0,Toppings
Thursday,Breakfast,Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Thursday,Breakfast,Yellow Mustard,1 tsp,0, 0, 0, 0,Toppings
Thursday,Breakfast,"10"" Flour Tortilla",Tortilla,170, 4.5, 29, 4,Tortilla
Thursday,Breakfast,Egg White Liquid,Ounce,15, 0, 0, 3,Miscellaneous
Thursday,Breakfast,Large Fresh Eggs,Eggs,100, 7, 0, 8,Miscellaneous
Thursday,Breakfast,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5, 1, 2,Miscellaneous
Thursday,Breakfast,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Thursday,Breakfast,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Thursday,Breakfast,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6, 1, 6,Cheese
Thursday,Breakfast,Cooked Sausage Crumble,1z Portion,120, 12, 0, 3,Sides
Thursday,Breakfast,Deleted - Plant Based Chorizo Crumble,2z Portion,140, 5, 7, 17,Miscellaneous
Thursday,Breakfast,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Thursday,Breakfast,Diced Green Peppers,Ounce,5, 0, 1, 0,Toppings
Thursday,Breakfast,Diced Onions,Ounce,10, 0, 2, 0,Toppings
Thursday,Breakfast,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Thursday,Breakfast,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Breakfast,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Thursday,Breakfast,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5, 1, 5,Toppings
Thursday,Breakfast,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5, 13, 4,Miscellaneous
Thursday,Breakfast,Avocado Pulp Fresh,Ounce,70, 6, 4, < 1,Toppings
Thursday,Breakfast,Cream Cheese,Ounce,90, 9, 2, 2,Cheese
Thursday,Breakfast,Jif Peanut Butter PC,0.75z,120, 10, 5, 4,Toppings
Thursday,Breakfast,Nutella Chocolate Hazelnut Spread,Ounce,150, 9, 18, 1,Toppings
Thursday,Breakfast,Plain Bagel,Bagel,320, 1, 65, 11,Entrees
Thursday,Breakfast,Sliced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Thursday,Breakfast,Unsalted European-Style Butter Prints,Ounce,220, 24, 0, 0,Miscellaneous
Thursday,Breakfast,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5, 12, 2,Miscellaneous
Thursday,Breakfast,Whole Wheat Bagel,Bagel,320, 1.5, 65, 11,Entrees
Thursday,Breakfast,Blueberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Breakfast,Nature Valley Toasted Granola Oat,Ounce,130, 4.5, 20, 2,Miscellaneous
Thursday,Breakfast,Plain Greek Yogurt,Ounce,15, 0, 1, 3,Snack
Thursday,Breakfast,Small Curd Cottage Cheese,1/2 Cup,100, 5, 5, 11,Cheese
Thursday,Breakfast,Strawberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Breakfast,Vanilla Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Lunch,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Thursday,Lunch,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Thursday,Lunch,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0, 3, 0,Drinks
Thursday,Lunch,Cherry Coke,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Coke Classic,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Coke Zero,8flz,null,null,null,null,Drinks
Thursday,Lunch,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0, 19, 0,Drinks
Thursday,Lunch,Diet Coke,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Diet Sprite,Fluid Oz,0, 0, 0, 0,Drinks
Thursday,Lunch,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Thursday,Lunch,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0, 3, 0,Drinks
Thursday,Lunch,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Thursday,Lunch,Pibb Xtra,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Powerade Mountain Blast,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Root Beer,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Thursday,Lunch,Sprite,1 dining hall glass,null,null,null,null,Drinks
Thursday,Lunch,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Thursday,Lunch,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Thursday,Lunch,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Thursday,Lunch,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Thursday,Lunch,ecoStick Sugar Substitute Blue Pc,Stick,0, 0, 0, 0,Toppings
Thursday,Lunch,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Thursday,Lunch,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Thursday,Lunch,Extra Lite Amber Honey,Ounce,80, 0, 23, 0,Toppings
Thursday,Lunch,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Thursday,Lunch,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Thursday,Lunch,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Thursday,Lunch,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Thursday,Lunch,Chicken Broccoli Cashew,6 oz Portion,180, 6, 18, 15,Entrees
Thursday,Lunch,Fried Pork Pot Sticker,Pot Sticker,50, 3, 4, 2,Miscellaneous
Thursday,Lunch,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Thursday,Lunch,Steamed Long Grain Rice,4z Portion,530, 0, 115, 10,Sides
Thursday,Lunch,Szechuan Stir-fried Rice,4z Portion,360, 8, 60, 10,Sides
Thursday,Lunch,Boom Boom Chicken,3z Portion,250, 18, 11, 10,Entrees
Thursday,Lunch,Boom Boom Sauce,Fluid Oz,160, 17, 2, 0,Toppings
Thursday,Lunch,Carrots,Tablespoon,0, 0, 0, 0,Sides
Thursday,Lunch,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Thursday,Lunch,Feather Shredded Pepper Jack Cheese,Ounce,110, 9, 1, 7,Cheese
Thursday,Lunch,Homestyle Ranch Dressing,Ounce,90, 10, < 1, 0,Toppings
Thursday,Lunch,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Thursday,Lunch,Peppadew Pepper,Tablespoon,35, 0, 8, 0,Miscellaneous
Thursday,Lunch,Plant Based Chick'n Poppers,1ct,null,null,null,null,Miscellaneous
Thursday,Lunch,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20, 7, 0,Snack
Thursday,Lunch,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Thursday,Lunch,Tri-Color Tortilla Strips,Ounce,140, 8, 16, 0,Tortilla
Thursday,Lunch,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Thursday,Lunch,Cheerios,Cup,110, 2, 22, 4,Cereal
Thursday,Lunch,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Thursday,Lunch,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Thursday,Lunch,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Thursday,Lunch,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Thursday,Lunch,French Rolls,"6"" Portion",null,null,null,null,Miscellaneous
Thursday,Lunch,"Honey Wheat Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Thursday,Lunch,Kettle Chips,Ounce,160, 9, 15, 2,Snack
Thursday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null,null,null,Miscellaneous
Thursday,Lunch,Sourdough Bread Slice,Slices,100, 1, 20, 3,Miscellaneous
Thursday,Lunch,"Spinach Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Thursday,Lunch,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8, 53, 7,Tortilla
Thursday,Lunch,Telera Roll,3.5z,300, 4, 56, 9,Miscellaneous
Thursday,Lunch,Caramel Topping,Ounce,80, 0, 18, 0,Miscellaneous
Thursday,Lunch,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12, 52, 8,Ice Cream
Thursday,Lunch,Cone Cake Jacketed,Cone,null,null,null,null,Miscellaneous
Thursday,Lunch,Dole Whip Pineapple,1 Serving,110, 0.5, 26, 0,Ice Cream
Thursday,Lunch,Dole Whip Strawberry,1 Serving,110, 0, 26, 0,Ice Cream
Thursday,Lunch,Dutch Chocolate Syrup,Ounce,70, 0, 16, < 1,Miscellaneous
Thursday,Lunch,Mini Semi-Sweet Choc Chips,Ounce,130, 8, 19, 2,Snack
Thursday,Lunch,Oreo Cookie Topping,Ounce,140, 5, 21, 1,Cookie
