day,meal_type,name,serving_size,calories,total_fat
Tuesday,Lunch,Flat Leaf Spinach,Ounce,5, 0
Tuesday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Tuesday,Lunch,Mild Banana Pepper Ring,Ounce,5, 0
Tuesday,Lunch,Shredded Iceberg Lettuce,Ounce,0, 0
Tuesday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0
Tuesday,Lunch,Sliced Red Onion,Ounce,10, 0
Tuesday,Lunch,Tomatoes Sliced 1/4-inch,Pound,80, 1
Tuesday,Lunch,Aged Balsamic Vinegar,Fluid Oz,40, 0
Tuesday,Lunch,Black Pepper Grinder,Teaspoon,5, 0
Tuesday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14
Tuesday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16
Tuesday,Lunch,Garlic Mayonnaise,1/2 oz,100, 10
Tuesday,Lunch,Grinder Sea Salt,Gram,0, 0
Tuesday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Tuesday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Tuesday,Lunch,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Tuesday,Lunch,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Tuesday,Lunch,Vegan Mayonnaise,1 tbs,60, 7
Tuesday,Lunch,Vinegar Red Wine,Fluid Oz,0, 0
Tuesday,Lunch,Yellow Mustard,1 tsp,0, 0
Tuesday,Lunch,Apple Gala,Apples,90, 0
Tuesday,Lunch,Bananas,Banana,190, 0
Tuesday,Lunch,Fresh Kiwi,Kiwi,60, 0
Tuesday,Lunch,Oranges,Orange,100, 0
Tuesday,Lunch,Pears,Each,null,null
Tuesday,Lunch,American,Slice,70, 6
Tuesday,Lunch,Angus Beef Frank,Frank,170, 16
Tuesday,Lunch,Black Bean Burger,Patty,170, 5
Tuesday,Lunch,Breaded Onion Tangler,3z portion,270, 17
Tuesday,Lunch,Buns Hot Dog Bulk,Each,120, 1.5
Tuesday,Lunch,Fried Eggs,Eggs,90, 7
Tuesday,Lunch,Hamburger Bun,Buns,null,null
Tuesday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Tuesday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Tuesday,Lunch,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14
Tuesday,Lunch,Natural Low Sodium Ketchup,Ounce,5, 0
Tuesday,Lunch,Regular Cut Potato Fries,3z,110, 3.5
Tuesday,Lunch,Sliced Red Onion,Ounce,10, 0
Tuesday,Lunch,Smash Burger,Burgers,290, 23
Tuesday,Lunch,Spicy Brown Mustard,Ounce,30, 0
Tuesday,Lunch,Tomatoes,Ounce,5, 0
Tuesday,Lunch,Yellow Mustard,1 tsp,0, 0
Tuesday,Lunch,American Cheese Slice,Slice,50, 4.5
Tuesday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Tuesday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null
Tuesday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Tuesday,Lunch,Sourdough Bread Slice,Slices,100, 1
Tuesday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Tuesday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5
Tuesday,Lunch,Cajun Buttered French Baguette,8 piece cut,130, 6
Tuesday,Lunch,Casablanca Stew,5z Portion,70,null
Tuesday,Lunch,Corn,4z Portion,90, 1
Tuesday,Lunch,Garden Herb Chicken Breast,3.25z Tender,80, 0
Tuesday,Lunch,Sauteed Spinach with Garlic,3z Portion,130, 13
Tuesday,Lunch,Steamed Brown Rice,4z Portion,140, 1
Tuesday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Tuesday,Lunch,Egg White Liquid,Ounce,15, 0
Tuesday,Lunch,Large Fresh Eggs,Eggs,100, 7
Tuesday,Lunch,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5
Tuesday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Tuesday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Tuesday,Lunch,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Tuesday,Lunch,Cooked Sausage Crumble,1z Portion,120, 12
Tuesday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Tuesday,Lunch,Diced Green Peppers,Ounce,5, 0
Tuesday,Lunch,Diced Onions,Ounce,10, 0
Tuesday,Lunch,Diced Tomatoes,Ounce,0, 0
Tuesday,Lunch,Plant Based Chorizo Sausage Crumble,2z Portion,140, 5
Tuesday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Tuesday,Lunch,Spinach,Ounce,5, 0
Tuesday,Lunch,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Tuesday,Lunch,Broccoli Florets,Ounce,10, 0
Tuesday,Lunch,Sauteed Sliced Mushrooms,1z Portion,15, 1
Tuesday,Lunch,Tomato Cherry Red Halves,2 Halves,0, 0
Tuesday,Lunch,Chunk Italian Sausage,Ounce,90, 8
Tuesday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Tuesday,Lunch,Shrimp,1 Shrimp,5, 0
Tuesday,Lunch,Elbow Macaroni Pasta,4z Portion,220, 5
Tuesday,Lunch,Penne Pasta,3z Portion,170, 4.5
Tuesday,Lunch,Tri-Color Tortellini,4z Portion,280, 8
Tuesday,Lunch,Alfredo Sauce,Ounce,70, 6
Tuesday,Lunch,Basil Pesto Sauce,1/4 Cup,320, 34
Tuesday,Lunch,Diavolo Sauce,2 Flz Portion,90, 8
Tuesday,Lunch,Marinara Sauce,Ounce,15, 0.5
Tuesday,Lunch,Balsamic Vinegar,Teaspoon,0, 0
Tuesday,Lunch,Basil,Ounce,0, 0
Tuesday,Lunch,Garlic Minced Prep,Ounce,35, 0
Tuesday,Lunch,Grated Parmesan Cheese,Tablespoon,30, 2.5
Tuesday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Tuesday,Lunch,Parsley Ital Fresh Clnd,Tablespoon,0, 0
Tuesday,Lunch,Pepper Red Crushed,Teaspoon,0, 0
Tuesday,Lunch,Shallots Minced Prep,Ounce,15, 0
Tuesday,Lunch,Cheese Pizza,Piece -U,140, 5
Tuesday,Lunch,Pepperoni Pizza,Piece -U,160, 8
Tuesday,Lunch,Supreme Pizza,16-Cut Slice,170, 8
Tuesday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5
Tuesday,Lunch,Classic Vegan Kimchi,Ounce,10, 0
Tuesday,Lunch,Firm Tofu,1/4 cup,60, 3
Tuesday,Lunch,Flax Seed,Ounce,150, 12
Tuesday,Lunch,High Protein Grain BleND,3z portion,190,null
Tuesday,Lunch,Marinated Quarter Artichoke Heart,Ounce,15, 1
Tuesday,Lunch,Marinated Tofu,4z Portion,110, 5
Tuesday,Lunch,Nutritional Yeast,Gram,null,null
Tuesday,Lunch,Organic Black Chia Seed,Ounce,140, 9
Tuesday,Lunch,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7
Tuesday,Lunch,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Tuesday,Lunch,Shredded Kale,Ounce,15, 0
Tuesday,Lunch,Sliced Almonds,Tablespoon,90, 8
Tuesday,Lunch,Walnuts Halves & Pieces,Tablespoon,50, 5
Tuesday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Tuesday,Lunch,Chicken Taco Meat,2z Portion,140, 2
Tuesday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16
Tuesday,Lunch,Flame-Roasted Corn & Peppers,4z Portion,160, 5
Tuesday,Lunch,Grilled Steak Strips,2z Portion,120, 6
Tuesday,Lunch,House-made Guacamole,3z Portion,100, 9
Tuesday,Lunch,Mexican Rice,Ounce,80, 0
Tuesday,Lunch,Pico de Gallo,2z Portion,10, 0
Tuesday,Lunch,Queso Rico Chihuahua Cheese,Ounce,100, 8
Tuesday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0
Tuesday,Lunch,Sour Cream 5lb,2 Tbsp,60, 5
Tuesday,Lunch,Vegan Refried Beans,1.6z Portion,150, 1.5
Tuesday,Lunch,Black Beans,Ounce,25, 0
Tuesday,Lunch,Carrots,Tablespoon,0, 0
Tuesday,Lunch,Chopped Eggs,.5z Portion,25, 1.5
Tuesday,Lunch,Classic Edamame,Tablespoon,15, 0.5
Tuesday,Lunch,Crispy Fried French Onion,Ounce,160, 12
Tuesday,Lunch,Cucumber Slices,Slices,0, 0
Tuesday,Lunch,Diced Tomatoes,Ounce,0, 0
Tuesday,Lunch,Feta Cheese Crumbles,Ounce,5, 0.5
Tuesday,Lunch,Iceberg Salad Mix,1 cup portion,5, 0
Tuesday,Lunch,Large Seasoned Crouton,Ounce,120, 4
Tuesday,Lunch,Locally Grown Salad Greens,Ounce,0, 0
Tuesday,Lunch,Low Sodium Garbanzo Beans,Ounce,30, 0
Tuesday,Lunch,Mini Marshmallows,Ounce,90, 0
Tuesday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Tuesday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Tuesday,Lunch,Sliced Red Onion,Ounce,10, 0
Tuesday,Lunch,Spiced Pumpkin Seeds,Tablespoon,45, 3
Tuesday,Lunch,Spinach,Ounce,5, 0
Tuesday,Lunch,Tri Color Peppers,Portion,25, 1.5
Tuesday,Lunch,Tuna,1/4 Cup,35, 0
Tuesday,Lunch,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5
Tuesday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14
Tuesday,Lunch,Country French Dressing,Ounce,120, 11
Tuesday,Lunch,Creamy Caesar Dressing,Fluid Oz,140, 15
Tuesday,Lunch,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0
Tuesday,Lunch,Lite Ranch Dressing,Ounce,70, 7
Tuesday,Lunch,Plant Based Ranch Dressing,2z Portion,210, 22
Tuesday,Lunch,Creamy Tomato Soup,6 Flz,90, 1.5
Tuesday,Lunch,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5
Tuesday,Lunch,Avocado Pulp Fresh,Ounce,70, 6
Tuesday,Lunch,Cream Cheese,Ounce,90, 9
Tuesday,Lunch,Everything Bagel,"Bagel
Bagel",340, 4.5
Tuesday,Lunch,Jif Peanut Butter PC,0.75z,120, 10
Tuesday,Lunch,Nutella Chocolate Hazelnut Spread,Ounce,150, 9
Tuesday,Lunch,Plain Bagel,Bagel,320, 1
Tuesday,Lunch,Sliced Tomatoes,Ounce,0, 0
Tuesday,Lunch,Unsalted European-Style Butter Prints,Ounce,220, 24
Tuesday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Tuesday,Lunch,Whole Wheat Bagel,Bagel,320, 1.5
Tuesday,Lunch,Baby Carrots,3 Carrots,10, 0
Tuesday,Lunch,Celery Sticks,Ounce,0, 0
Tuesday,Lunch,Classic Quinoa & Lentil Salad,3z Portion,200, 9
Tuesday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Tuesday,Lunch,Fresh Avocado,Ounce,45, 4.5
Tuesday,Lunch,Hummus with Tahini,1z Portion,70, 5
Tuesday,Lunch,Kalamata Olive Hummus,1z Portion,70, 6
Tuesday,Lunch,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5
Tuesday,Lunch,Roasted Garlic Hummus,1z Portion,70, 5
Tuesday,Lunch,Roasted Red Pepper Hummus,1z Portion,60, 4
Tuesday,Lunch,Blueberry Yogurt,Ounce,20, 0
Tuesday,Lunch,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Tuesday,Lunch,Plain Greek Yogurt,Ounce,15, 0
Tuesday,Lunch,Small Curd Cottage Cheese,1/2 Cup,100, 5
Tuesday,Lunch,Strawberry Yogurt,Ounce,20, 0
Tuesday,Lunch,Vanilla Yogurt,Ounce,20, 0
Tuesday,Dinner,2% Chocolate Milk BIB,1 Cup,170, 5
Tuesday,Dinner,2% Milk BIB,8 flz,120, 5
Tuesday,Dinner,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Tuesday,Dinner,Cherry Coke,1 dining hall glass,null,null
Tuesday,Dinner,Coke Classic,1 dining hall glass,null,null
Tuesday,Dinner,Coke Zero,8flz,null,null
Tuesday,Dinner,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Tuesday,Dinner,Diet Coke,1 dining hall glass,null,null
Tuesday,Dinner,Diet Sprite,Fluid Oz,0, 0
Tuesday,Dinner,Milk Soy Vanilla Aseptic Silk,8z,null,null
Tuesday,Dinner,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Tuesday,Dinner,Original Style Lemonade,1 dining hall glass,null,null
Tuesday,Dinner,Original Unsweetened Almond Milk,6z Portion,60, 2
Tuesday,Dinner,Pibb Xtra,1 dining hall glass,null,null
Tuesday,Dinner,Powerade Mountain Blast,1 dining hall glass,null,null
Tuesday,Dinner,Root Beer,1 dining hall glass,null,null
Tuesday,Dinner,Skim Milk BIB,8 flz,80, 0
Tuesday,Dinner,Sprite,1 dining hall glass,null,null
Tuesday,Dinner,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Tuesday,Dinner,Brewed coffee,6z Portion,0,null
Tuesday,Dinner,Coffeemate Original,Fluid Oz,30, 3
Tuesday,Dinner,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Tuesday,Dinner,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Tuesday,Dinner,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Tuesday,Dinner,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Tuesday,Dinner,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Tuesday,Dinner,Extra Lite Amber Honey,Ounce,80, 0
Tuesday,Dinner,Green Tea Bag,Tea Bag,0, 0
Tuesday,Dinner,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Tuesday,Dinner,Lipton Black Tea Bag,Tea Bag,0, 0
Tuesday,Dinner,Lipton Tea Decaf,Tea Bag,null,null
Tuesday,Dinner,Chicken Fried Rice,4z Portion,250,null
Tuesday,Dinner,Fortune Cookie,Cookie,10, 0
Tuesday,Dinner,Soy Sauce,Ounce,20, 0
Tuesday,Dinner,Sriracha Sauce,Teaspoon,0, 0
Tuesday,Dinner,Steamed BBQ Pork Buns,2z,null,null
Tuesday,Dinner,Steamed Brown Rice,4z Portion,140, 1
Tuesday,Dinner,Steamed Long Grain Rice,4z Portion,530, 0
Tuesday,Dinner,Steamed Plant Based Pot Sticker,Pot Sticker,0,null
Tuesday,Dinner,Sweet & Sour Sauce,Fluid Oz,30, 0
Tuesday,Dinner,Szechuan Beef Stir-Fry,6z portion,240, 11
Tuesday,Dinner,Captain Crunch Wildberries,Cup,180, 2.5
Tuesday,Dinner,Cheerios,Cup,110, 2
Tuesday,Dinner,Cinnamon Toast Crunch,Cup,210, 5
Tuesday,Dinner,Frosted Flakes,Cup,320, 0
Tuesday,Dinner,Rice Chex Cereal,Cup,180, 1
Tuesday,Dinner,Special K with Red Berries,Cup,360, 1
Tuesday,Dinner,French Rolls,"6"" Portion",null,null
Tuesday,Dinner,"Honey Wheat Tortilla 12""",Tortilla,300, 8
Tuesday,Dinner,Kettle Chips,Ounce,160, 9
Tuesday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Tuesday,Dinner,Sourdough Bread Slice,Slices,100, 1
Tuesday,Dinner,"Spinach Tortilla 12""",Tortilla,300, 8
Tuesday,Dinner,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8
Tuesday,Dinner,Telera Roll,3.5z,300, 4
Tuesday,Dinner,Caramel Topping,Ounce,80, 0
Tuesday,Dinner,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12
Tuesday,Dinner,Cone Cake Jacketed,Cone,null,null
Tuesday,Dinner,Dole Whip Pineapple,1 Serving,110, 0.5
Tuesday,Dinner,Dole Whip Strawberry,1 Serving,110, 0
Tuesday,Dinner,Dutch Chocolate Syrup,Ounce,70, 0
Tuesday,Dinner,Mini Semi-Sweet Choc Chips,Ounce,130, 8
Tuesday,Dinner,Oreo Cookie Topping,Ounce,140, 5
Tuesday,Dinner,Rainbow Sprinkles,Ounce,140, 7
Tuesday,Dinner,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13
Tuesday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Tuesday,Dinner,Provolone Cheese Slice,Slice,70, 6
Tuesday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Tuesday,Dinner,Cooked & Crumbled Bacon,Ounce,160, 13
Tuesday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Tuesday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Tuesday,Dinner,Low Sodium Smoked Ham Slices,Ounce,30, 1
Tuesday,Dinner,Oven Roasted Sliced Chicken,Ounce,null,null
Tuesday,Dinner,Smoked Sliced Genoa Salami,Ounce,110, 9
Tuesday,Dinner,Smoked Tempeh,Ounce,null,null
Tuesday,Dinner,Tuna Salad,1z Portion,80, 7
Tuesday,Dinner,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12
Tuesday,Dinner,Cucumber Slices,.25 cup,0, 0
Tuesday,Dinner,Flat Leaf Spinach,Ounce,5, 0
Tuesday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Tuesday,Dinner,Mild Banana Pepper Ring,Ounce,5, 0
Tuesday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0
Tuesday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Tuesday,Dinner,Sliced Red Onion,Ounce,10, 0
Tuesday,Dinner,Tomatoes Sliced 1/4-inch,Pound,80, 1
Tuesday,Dinner,Aged Balsamic Vinegar,Fluid Oz,40, 0
Tuesday,Dinner,Black Pepper Grinder,Teaspoon,5, 0
Tuesday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Tuesday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16
Tuesday,Dinner,Garlic Mayonnaise,1/2 oz,100, 10
Tuesday,Dinner,Grinder Sea Salt,Gram,0, 0
Tuesday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Tuesday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Tuesday,Dinner,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Tuesday,Dinner,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Tuesday,Dinner,Vegan Mayonnaise,1 tbs,60, 7
Tuesday,Dinner,Vinegar Red Wine,Fluid Oz,0, 0
Tuesday,Dinner,Yellow Mustard,1 tsp,0, 0
Tuesday,Dinner,Apple Gala,Apples,90, 0
Tuesday,Dinner,Bananas,Banana,190, 0
Tuesday,Dinner,Fresh Kiwi,Kiwi,60, 0
Tuesday,Dinner,Oranges,Orange,100, 0
Tuesday,Dinner,Pears,Each,null,null
Tuesday,Dinner,American,Slice,70, 6
Tuesday,Dinner,Angus Beef Frank,Frank,170, 16
Tuesday,Dinner,Black Bean Burger,Patty,170, 5
Tuesday,Dinner,Breaded Onion Tangler,3z portion,270, 17
Tuesday,Dinner,Buns Hot Dog Bulk,Each,120, 1.5
Tuesday,Dinner,Fried Eggs,Eggs,90, 7
Tuesday,Dinner,Hamburger Bun,Buns,null,null
Tuesday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Tuesday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11
Tuesday,Dinner,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14
Tuesday,Dinner,Natural Low Sodium Ketchup,Ounce,5, 0
Tuesday,Dinner,Regular Cut Potato Fries,3z,110, 3.5
Tuesday,Dinner,Sliced Red Onion,Ounce,10, 0
Tuesday,Dinner,Smash Burger,Burgers,290, 23
Tuesday,Dinner,Spicy Brown Mustard,Ounce,30, 0
Tuesday,Dinner,Tomatoes,Ounce,5, 0
Tuesday,Dinner,Yellow Mustard,1 tsp,0, 0
Tuesday,Dinner,American Cheese Slice,Slice,50, 4.5
Tuesday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Tuesday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null
Tuesday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Tuesday,Dinner,Sourdough Bread Slice,Slices,100, 1
Tuesday,Dinner,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Tuesday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5
Tuesday,Dinner,Char-Grilled Plum Tomato Halves,1 Half,80, 9
Tuesday,Dinner,Fingerling Potatoes,6z Portion,210, 6
Tuesday,Dinner,Garden Herb Chicken Breast,3.25z Tender,80, 0
Tuesday,Dinner,Grain Medley with Goat Cheese,3z Portion,230, 6
Tuesday,Dinner,High Protein Grain BleND,3z portion,190,null
Tuesday,Dinner,Lemon Parmesan Tilapia,4.5z Portion,270, 16
Tuesday,Dinner,Old Bay BBQ Rotisserie Chicken,Quarter,450, 32
Tuesday,Dinner,Quinoa Grain Blend,3z Portion,100,null
Tuesday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Tuesday,Dinner,8z Pizza Dough,8z,480, 4
Tuesday,Dinner,Alfredo Sauce,Ounce,70, 6
Tuesday,Dinner,Basil Pesto without Nuts,1 Flz Portion,140, 15
Tuesday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5
Tuesday,Dinner,Pepper Red Crushed,Teaspoon,0, 0
Tuesday,Dinner,Seasoned Pizza Sauce with Oil,Ounce,15, 0
Tuesday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9
Tuesday,Dinner,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Tuesday,Dinner,Beef Meatball 0.5z,.5z meatball,45, 3.5
Tuesday,Dinner,Chunk Italian Sausage,Ounce,90, 8
Tuesday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Tuesday,Dinner,Onion Sliced,Ounce,15, 0.5
Tuesday,Dinner,Pepperoni Sliced,Slices,10, 1
Tuesday,Dinner,Pineapple Tidbit in Unsweetened Juice,2 Ounce,30, 0
Tuesday,Dinner,Plant based Sliced Italian Sausage,3 oz portion,170, 9
Tuesday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Tuesday,Dinner,Sliced Mushrooms,Tablespoon,0, 0
Tuesday,Dinner,Sliced Spanish Black Ripe Olive,Tablespoon,25, 2
Tuesday,Dinner,Tri Color Peppers,Portion,25, 1.5
Tuesday,Dinner,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Tuesday,Dinner,Black Olive Slices,1z Portion,50, 3.5
Tuesday,Dinner,Chicken Taco Meat,2z,90, 4.5
Tuesday,Dinner,Chicken Taco Meat,2z Portion,140, 2
Tuesday,Dinner,Diced Onions,Ounce,10, 0
Tuesday,Dinner,"Flour Tortilla 6""",6in tortilla,100, 3
Tuesday,Dinner,Gonzalo's Rice,3z portion,370, 3.5
Tuesday,Dinner,House-made Guacamole,3z Portion,100, 9
Tuesday,Dinner,Pico de Gallo,2z Portion,10, 0
Tuesday,Dinner,Pork Carnitas,Pound,590, 37
Tuesday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0
Tuesday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0
Tuesday,Dinner,Sour Cream 5lb,Tablespoon,30, 2.5
Tuesday,Dinner,Thick & Chuncky Mild Salsa,Ounce,10, 0
Tuesday,Dinner,Vegetarian Refried Bean,Ounce,100, 1
Tuesday,Dinner,"White Corn Tortilla 6""",6in Tortilla,60, 0.5
Tuesday,Dinner,Broccoli Florets,Ounce,10, 0
Tuesday,Dinner,Sauteed Sliced Mushrooms,1z Portion,15, 1
Tuesday,Dinner,Tomato Cherry Red Halves,2 Halves,0, 0
Tuesday,Dinner,Chunk Italian Sausage,Ounce,90, 8
Tuesday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Tuesday,Dinner,Shrimp,1 Shrimp,5, 0
Tuesday,Dinner,Elbow Macaroni Pasta,4z Portion,220, 5
Tuesday,Dinner,Penne Pasta,3z Portion,170, 4.5
Tuesday,Dinner,Tri-Color Tortellini,4z Portion,280, 8
Tuesday,Dinner,Alfredo Sauce,Ounce,70, 6
Tuesday,Dinner,Basil Pesto Sauce,1/4 Cup,320, 34
Tuesday,Dinner,Diavolo Sauce,2 Flz Portion,90, 8
Tuesday,Dinner,Marinara Sauce,Ounce,15, 0.5
Tuesday,Dinner,Balsamic Vinegar,Teaspoon,0, 0
Tuesday,Dinner,Basil,Ounce,0, 0
Tuesday,Dinner,Garlic Minced Prep,Ounce,35, 0
Tuesday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5
Tuesday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Tuesday,Dinner,Parsley Ital Fresh Clnd,Tablespoon,0, 0
Tuesday,Dinner,Pepper Red Crushed,Teaspoon,0, 0
Tuesday,Dinner,Shallots Minced Prep,Ounce,15, 0
Tuesday,Dinner,Alfredo Sauce,Ounce,70, 6
Tuesday,Dinner,Basil Pesto without Nuts,1 Flz Portion,140, 15
Tuesday,Dinner,Cavatappi Pasta,1/2 Cup,220, 5
Tuesday,Dinner,Garlic Bread Stick,Breadstick,150, 6
Tuesday,Dinner,Italian Beef & Pork Cheese Meatball,Meatball,40, 3
Tuesday,Dinner,Marinara Sauce,Ounce,15, 0.5
Tuesday,Dinner,Plant based Sliced Italian Sausage,3 oz portion,170, 9
Tuesday,Dinner,Rigate Penne Pasta,4z Portion,170, 1.5
Tuesday,Dinner,Baked Sweet Potato,Potatoes,120, 1.5
Tuesday,Dinner,Classic Vegan Kimchi,Ounce,10, 0
Tuesday,Dinner,Firm Tofu,1/4 cup,60, 3
Tuesday,Dinner,Flax Seed,Ounce,150, 12
Tuesday,Dinner,High Protein Grain BleND,3z portion,190,null
Tuesday,Dinner,Marinated Quarter Artichoke Heart,Ounce,15, 1
Tuesday,Dinner,Marinated Tofu,4z Portion,110, 5
Tuesday,Dinner,Nutritional Yeast,Gram,null,null
Tuesday,Dinner,Organic Black Chia Seed,Ounce,140, 9
Tuesday,Dinner,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7
Tuesday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0
Tuesday,Dinner,Shredded Kale,Ounce,15, 0
Tuesday,Dinner,Sliced Almonds,Tablespoon,90, 8
Tuesday,Dinner,Walnuts Halves & Pieces,Tablespoon,50, 5
Tuesday,Dinner,Black Beans,Ounce,25, 0
Tuesday,Dinner,Carrots,Tablespoon,0, 0
Tuesday,Dinner,Chopped Eggs,.5z Portion,25, 1.5
Tuesday,Dinner,Classic Edamame,Tablespoon,15, 0.5
Tuesday,Dinner,Crispy Fried French Onion,Ounce,160, 12
Tuesday,Dinner,Cucumber Slices,Slices,0, 0
Tuesday,Dinner,Diced Tomatoes,Ounce,0, 0
Tuesday,Dinner,Feta Cheese Crumbles,Ounce,5, 0.5
Tuesday,Dinner,Iceberg Salad Mix,1 cup portion,5, 0
Tuesday,Dinner,Large Seasoned Crouton,Ounce,120, 4
Tuesday,Dinner,Locally Grown Salad Greens,Ounce,0, 0
Tuesday,Dinner,Low Sodium Garbanzo Beans,Ounce,30, 0
Tuesday,Dinner,Mini Marshmallows,Ounce,90, 0
Tuesday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9
